% IntCal13 raw data downloaded from http://intcal.qub.ac.uk/intcal13/ 
% Downloaded in 2016. As of 2020, the url redirects to IntCal20 data.						
%...Col 1	2	3	4	5	6	7
% setno	division	calage	calspan	calsig	c14age	c14sig
15	1	11533	13	16	9990	204
15	1	11533	13	16	10060	204
15	1	11546	13	16	9980	204
15	1	11558	12	16	10020	204
15	1	11569	11	16	10080	204
15	1	11579	10	16	10040	204
15	1	11589	10	16	10090	204
15	1	11597	8	16	10040	204
15	1	11605	8	16	10010	204
15	1	11615	10	16	10010	204
15	1	11624	9	16	10020	204
15	1	11633	9	16	10110	204
15	1	11642	9	16	10050	204
15	1	11651	9	16	10060	204
15	1	11660	9	16	10050	204
15	1	11669	9	16	10120	204
15	1	11678	9	16	10020	204
15	1	11687	9	16	10090	204
15	1	11696	9	16	10040	206
15	1	11704	8	17	10070	204
15	1	11713	9	17	10100	204
15	1	11722	9	17	10060	204
15	1	11731	9	17	10130	204
15	1	11741	10	17	10040	204
15	1	11750	9	17	10070	206
15	1	11759	9	17	10130	204
15	1	11768	9	17	10100	204
15	1	11777	9	17	10160	204
15	1	11785	8	17	10120	204
15	1	11794	9	17	10080	204
15	1	11803	9	17	10120	204
15	1	11812	9	17	10130	202
15	1	11821	9	17	10110	204
15	1	11830	9	17	10140	202
15	1	11839	9	17	10200	204
15	1	11847	8	17	10170	204
15	1	11855	8	17	10050	204
15	1	11855	8	17	10220	204
15	1	11863	8	17	10180	204
15	1	11872	9	18	10200	204
15	1	11881	9	18	10120	204
15	1	11890	9	18	10200	204
15	1	11899	9	18	10170	204
15	1	11907	8	18	10170	204
15	1	11916	9	18	10170	202
15	1	11924	8	18	10220	206
15	1	11934	10	18	10240	202
15	1	11943	9	18	10190	204
15	1	11952	9	18	10180	204
15	1	11961	9	18	10220	204
15	1	11971	10	18	10170	204
15	1	11980	9	18	10230	204
15	1	11990	10	19	10260	202
15	1	11999	9	19	10230	204
15	1	12009	10	19	10220	204
15	1	12018	9	19	10280	206
15	1	12026	8	19	10280	204
15	1	12033	7	19	10270	206
15	1	12043	10	19	10260	202
15	1	12052	9	19	10250	204
15	1	12062	10	19	10310	202
15	1	12071	9	19	10330	204
15	1	12081	10	20	10410	204
15	1	12090	9	20	10370	204
15	1	12099	9	20	10290	202
15	1	12108	9	20	10260	204
15	1	12108	9	20	10370	204
15	1	12118	10	20	10370	204
15	1	12127	9	20	10340	204
15	1	12136	9	20	10420	204
15	1	12146	10	21	10240	204
15	1	12146	10	21	10330	204
15	1	12156	10	21	10360	204
15	1	12165	9	21	10330	204
15	1	12165	9	21	10350	204
15	1	12174	9	21	10400	202
15	1	12183	9	21	10330	204
15	1	12192	9	21	10390	204
15	1	12202	10	21	10350	204
15	1	12211	9	21	10350	202
15	1	12221	10	21	10390	204
15	1	12231	10	21	10410	204
15	1	12240	9	21	10350	206
15	1	12249	9	21	10450	202
15	1	12258	9	21	10460	204
15	1	12270	12	21	10380	202
15	1	12281	11	21	10370	204
15	1	12292	11	21	10380	202
15	1	12302	10	21	10410	204
15	1	12315	13	21	10390	202
15	1	12328	13	22	10390	204
15	1	12340	12	22	10460	202
15	1	12352	12	22	10440	204
15	1	12364	12	22	10380	202
15	1	12376	12	22	10480	204
15	1	12391	15	23	10440	204
15	1	12404	13	23	10370	204
15	1	12414	10	23	10370	204
15	1	12423	9	23	10420	204
15	1	12435	12	23	10410	202
15	1	12446	11	23	10510	204
15	1	12459	13	23	10430	204
15	1	12471	12	23	10460	204
15	1	12483	12	24	10480	202
15	1	12494	11	24	10560	204
15	1	12506	12	24	10500	204
15	1	12518	12	24	10500	204
15	1	12530	12	24	10440	202
15	1	12541	11	25	10470	204
15	1	12952	8	30	11050	204
15	1	12961	9	30	11080	206
15	1	12969	8	30	11130	204
15	1	12978	9	30	11160	204
15	1	12987	9	30	11100	204
15	1	12995	8	30	11180	206
15	1	13004	9	31	11150	204
15	1	13012	8	31	11200	206
15	1	13021	9	31	11180	206
15	1	13029	8	31	11230	206
15	1	13039	10	31	11090	204
15	1	13049	10	31	11180	204
15	1	13049	10	31	11200	204
15	1	13059	10	32	11190	204
15	1	13069	10	32	11110	204
15	1	13069	10	32	11280	204
15	1	13079	10	33	11200	204
15	1	13089	10	34	11270	204
15	1	13100	11	34	11230	204
15	1	13110	10	35	11250	204
15	1	13120	10	35	11270	204
15	1	13130	10	35	11230	204
15	1	13140	10	35	11270	204
15	1	13150	10	35	11290	206
15	1	13160	10	35	11290	202
15	1	13170	10	35	11340	206
15	1	13170	10	35	11330	204
15	1	13180	10	35	11270	204
15	1	13190	10	36	11340	204
15	1	13201	11	36	11340	204
15	1	13211	10	36	11320	204
15	1	13221	10	36	11380	204
15	1	13231	10	36	11260	204
15	1	13231	10	36	11370	204
15	1	13241	10	36	11330	204
15	1	13251	10	36	11360	204
15	1	13262	11	36	11410	204
15	1	13272	10	36	11450	204
15	1	13282	10	36	11410	204
15	1	13292	10	36	11490	206
15	1	13302	10	36	11510	206
15	1	13312	10	36	11460	206
15	1	13322	10	36	11510	206
15	1	13332	10	36	11490	206
15	1	13346	14	36	11580	204
15	1	13360	14	36	11570	206
15	1	13377	17	37	11500	206
15	1	13394	17	37	11580	206
15	1	13411	17	37	11550	204
15	1	13427	16	37	11660	206
15	1	13444	17	37	11650	204
15	1	13461	17	37	11700	204
15	1	13478	17	37	11690	206
15	1	13495	17	37	11750	206
15	1	13512	17	37	11770	204
15	1	13529	17	38	11810	206
15	1	13546	17	38	11750	206
15	1	13562	16	38	11710	206
15	1	13579	17	38	11820	204
15	1	13596	17	38	11690	206
15	1	13613	17	38	11810	206
15	1	13629	16	39	11740	206
15	1	13646	17	39	11860	206
15	1	13662	16	39	11770	206
15	1	13662	16	39	11890	204
15	1	13676	14	40	11910	206
15	1	13676	14	40	11840	204
15	1	13689	13	40	11770	206
15	1	13689	13	40	11860	206
15	1	13703	14	40	11840	204
15	1	13716	13	41	11780	204
15	1	13730	14	41	11860	204
15	1	13730	14	41	11880	204
15	1	13743	13	41	11820	206
15	1	13743	13	41	11920	204
15	1	13771	28	42	11960	204
15	1	13784	13	42	11930	206
15	1	13797	13	43	11860	206
15	1	13797	13	43	11970	204
15	1	13811	14	43	12010	206
15	1	13824	13	43	11940	206
15	1	13837	13	44	12060	209
15	1	13851	14	44	11990	206
15	1	13865	14	44	12080	206
15	1	13878	13	45	12020	206
15	1	13892	14	45	12040	204
15	1	13905	13	45	12040	206
15	1	13918	13	46	12030	204
15	1	13932	14	46	12020	204
15	1	13946	14	46	12100	204
15	1	13959	13	46	12100	206
15	1	13973	14	47	12150	204
15	1	13986	13	47	12080	206
15	1	13999	13	47	12120	204
15	1	14012	13	48	12150	206
15	1	14026	14	48	12220	209
15	1	14026	14	48	12240	204
15	1	14039	13	48	12070	206
15	1	14054	15	49	12060	206
15	1	14068	14	49	12110	206
15	1	14068	14	49	12060	204
15	1	14084	16	50	12280	204
15	1	14084	16	50	12170	204
15	1	14099	15	50	12220	204
15	1	14099	15	50	12180	204
15	1	14116	17	50	12170	204
15	1	14116	17	50	12420	206
15	1	14132	16	51	12295	205
15	1	14132	16	51	12300	204
15	1	14150	18	51	12220	202
15	1	14150	18	51	12330	204
15	1	14167	17	52	12400	209
15	1	14185	18	52	12350	204
15	1	14207	22	52	12380	206
15	1	14230	23	52	12420	204
15	1	14252	22	53	12440	206
15	1	14297	45	54	12460	206
15	1	14319	22	55	12430	204
15	1	14341	22	56	12430	204
15	1	14369	28	57	12380	206
15	1	14401	32	57	12440	206
15	1	14432	31	58	12510	209
15	1	14432	31	58	12440	204
15	1	14459	27	59	12320	204
15	1	14459	27	59	12530	204
15	1	14486	27	59	12390	204
15	1	14486	27	59	12530	204
15	1	14513	27	60	12440	206
15	1	14513	27	60	12490	204
15	1	14540	27	60	12500	215
15	1	14540	27	60	12540	204
15	1	14567	27	61	12420	204
15	1	14567	27	61	12510	204
15	1	14594	27	62	12510	206
15	1	14594	27	62	12520	206
15	1	14621	27	62	12370	206
15	1	14648	54	63	12560	209
15	1	14673	25	63	12510	206
15	1	14673	25	63	12530	202
16	1	10495	1	0	9189	27
16	1	10490	1	0	9183	27
16	1	10485	1	0	9176	28
16	1	10480	1	0	9170	28
16	1	10475	1	0	9164	28
16	1	10470	1	0	9159	28
16	1	10465	1	0	9155	28
16	1	10460	1	0	9152	28
16	1	10455	1	0	9151	27
16	1	10450	1	0	9151	27
16	1	10445	1	0	9151	27
16	1	10440	1	0	9150	28
16	1	10435	1	0	9148	29
16	1	10430	1	0	9144	29
16	1	10425	1	0	9140	28
16	1	10420	1	0	9136	28
16	1	10415	1	0	9133	27
16	1	10410	1	0	9129	28
16	1	10405	1	0	9125	28
16	1	10400	1	0	9120	28
16	1	10395	1	0	9116	28
16	1	10390	1	0	9112	28
16	1	10385	1	0	9108	28
16	1	10380	1	0	9104	28
16	1	10375	1	0	9101	28
16	1	10370	1	0	9098	28
16	1	10365	1	0	9094	29
16	1	10360	1	0	9090	29
16	1	10355	1	0	9087	28
16	1	10350	1	0	9085	28
16	1	10345	1	0	9084	28
16	1	10340	1	0	9083	28
16	1	10335	1	0	9080	28
16	1	10330	1	0	9078	28
16	1	10325	1	0	9076	28
16	1	10320	1	0	9075	29
16	1	10315	1	0	9074	29
16	1	10310	1	0	9074	28
16	1	10305	1	0	9074	27
16	1	10300	1	0	9073	27
16	1	10295	1	0	9070	27
16	1	10290	1	0	9066	28
16	1	10285	1	0	9063	28
16	1	10280	1	0	9059	28
16	1	10275	1	0	9056	27
16	1	10270	1	0	9053	27
16	1	10265	1	0	9049	27
16	1	10260	1	0	9045	27
16	1	10255	1	0	9041	27
16	1	10250	1	0	9037	27
16	1	10245	1	0	9031	27
16	1	10240	1	0	9023	27
16	1	10235	1	0	9014	27
16	1	10230	1	0	9005	27
16	1	10225	1	0	8995	27
16	1	10220	1	0	8985	27
16	1	10215	1	0	8976	26
16	1	10210	1	0	8968	27
16	1	10205	1	0	8962	27
16	1	10200	1	0	8955	27
16	1	10195	1	0	8948	28
16	1	10190	1	0	8940	28
16	1	10185	1	0	8932	28
16	1	10180	1	0	8924	27
16	1	10175	1	0	8915	27
16	1	10170	1	0	8907	27
16	1	10165	1	0	8898	28
16	1	10160	1	0	8891	27
16	1	10155	1	0	8883	28
16	1	10150	1	0	8875	28
16	1	10145	1	0	8866	28
16	1	10140	1	0	8859	27
16	1	10135	1	0	8853	27
16	1	10130	1	0	8848	27
16	1	10125	1	0	8843	28
16	1	10120	1	0	8837	27
16	1	10115	1	0	8832	27
16	1	10110	1	0	8825	28
16	1	10105	1	0	8818	27
16	1	10100	1	0	8812	26
16	1	10095	1	0	8808	27
16	1	10090	1	0	8804	27
16	1	10085	1	0	8801	27
16	1	10080	1	0	8798	28
16	1	10075	1	0	8796	27
16	1	10070	1	0	8793	27
16	1	10065	1	0	8791	27
16	1	10060	1	0	8791	27
16	1	10055	1	0	8792	27
16	1	10050	1	0	8793	26
16	1	10045	1	0	8794	26
16	1	10040	1	0	8793	27
16	1	10035	1	0	8790	27
16	1	10030	1	0	8786	27
16	1	10025	1	0	8783	27
16	1	10020	1	0	8782	27
16	1	10015	1	0	8782	26
16	1	10010	1	0	8781	28
16	1	10005	1	0	8779	28
16	1	10000	1	0	8775	27
16	1	9995	1	0	8773	27
16	1	9990	1	0	8771	27
16	1	9985	1	0	8771	27
16	1	9980	1	0	8773	26
16	1	9975	1	0	8775	27
16	1	9970	1	0	8776	26
16	1	9965	1	0	8775	26
16	1	9960	1	0	8774	27
16	1	9955	1	0	8771	29
16	1	9950	1	0	8769	31
16	1	9945	1	0	8767	32
16	1	9940	1	0	8764	31
16	1	9935	1	0	8762	31
16	1	9930	1	0	8759	32
16	1	9925	1	0	8756	32
16	1	9920	1	0	8753	31
16	1	9915	1	0	8749	30
16	1	9910	1	0	8745	28
16	1	9905	1	0	8740	28
16	1	9900	1	0	8733	28
16	1	9895	1	0	8727	28
16	1	9890	1	0	8722	28
16	1	9885	1	0	8716	28
16	1	9880	1	0	8710	28
16	1	9875	1	0	8705	28
16	1	9870	1	0	8702	28
16	1	9865	1	0	8700	28
16	1	9860	1	0	8696	28
16	1	9855	1	0	8693	28
16	1	9850	1	0	8690	27
16	1	9845	1	0	8688	27
16	1	9840	1	0	8687	28
16	1	9835	1	0	8685	28
16	1	9830	1	0	8684	29
16	1	9825	1	0	8682	28
16	1	9820	1	0	8680	28
16	1	9815	1	0	8678	30
16	1	9810	1	0	8676	30
16	1	9805	1	0	8675	30
16	1	9800	1	0	8673	29
16	1	9795	1	0	8672	30
16	1	9790	1	0	8670	30
16	1	9785	1	0	8668	28
16	1	9780	1	0	8666	28
16	1	9775	1	0	8664	27
16	1	9770	1	0	8662	27
16	1	9765	1	0	8659	27
16	1	9760	1	0	8655	27
16	1	9755	1	0	8653	27
16	1	9750	1	0	8650	27
16	1	9745	1	0	8649	28
16	1	9740	1	0	8647	28
16	1	9735	1	0	8644	28
16	1	9730	1	0	8640	28
16	1	9725	1	0	8636	28
16	1	9720	1	0	8633	28
16	1	9715	1	0	8631	27
16	1	9710	1	0	8630	27
16	1	9705	1	0	8629	28
16	1	9700	1	0	8626	28
16	1	9695	1	0	8622	29
16	1	9690	1	0	8618	30
16	1	9685	1	0	8613	30
16	1	9680	1	0	8609	30
16	1	9675	1	0	8604	29
16	1	9670	1	0	8600	29
16	1	9665	1	0	8596	28
16	1	9660	1	0	8592	28
16	1	9655	1	0	8588	28
16	1	9650	1	0	8585	28
16	1	9645	1	0	8581	28
16	1	9640	1	0	8579	28
16	1	9635	1	0	8578	28
16	1	9630	1	0	8576	28
16	1	9625	1	0	8573	28
16	1	9620	1	0	8570	29
16	1	9615	1	0	8567	29
16	1	9610	1	0	8565	28
16	1	9605	1	0	8563	28
16	1	9600	1	0	8560	28
16	1	9595	1	0	8557	28
16	1	9590	1	0	8554	28
16	1	9585	1	0	8551	28
16	1	9580	1	0	8548	28
16	1	9575	1	0	8546	28
16	1	9570	1	0	8544	28
16	1	9565	1	0	8542	27
16	1	9560	1	0	8541	27
16	1	9555	1	0	8538	27
16	1	9550	1	0	8533	28
16	1	9545	1	0	8525	28
16	1	9540	1	0	8516	27
16	1	9535	1	0	8505	27
16	1	9530	1	0	8493	28
16	1	9525	1	0	8481	28
16	1	9520	1	0	8469	28
16	1	9515	1	0	8458	28
16	1	9510	1	0	8449	28
16	1	9505	1	0	8442	27
16	1	9500	1	0	8436	28
16	1	9495	1	0	8431	28
16	1	9490	1	0	8424	28
16	1	9485	1	0	8417	28
16	1	9480	1	0	8410	28
16	1	9475	1	0	8402	28
16	1	9470	1	0	8394	27
16	1	9465	1	0	8386	27
16	1	9460	1	0	8377	28
16	1	9455	1	0	8368	28
16	1	9450	1	0	8362	29
16	1	9445	1	0	8356	30
16	1	9440	1	0	8350	29
16	1	9435	1	0	8344	28
16	1	9430	1	0	8337	28
16	1	9425	1	0	8330	28
16	1	9420	1	0	8322	27
16	1	9415	1	0	8315	28
16	1	9410	1	0	8309	27
16	1	9405	1	0	8303	27
16	1	9400	1	0	8297	28
16	1	9395	1	0	8289	29
16	1	9390	1	0	8281	29
16	1	9385	1	0	8275	29
16	1	9380	1	0	8270	29
16	1	9375	1	0	8266	28
16	1	9370	1	0	8262	27
16	1	9365	1	0	8257	28
16	1	9360	1	0	8253	28
16	1	9355	1	0	8251	28
16	1	9350	1	0	8250	28
16	1	9345	1	0	8248	28
16	1	9340	1	0	8247	28
16	1	9335	1	0	8247	28
16	1	9330	1	0	8247	28
16	1	9325	1	0	8245	29
16	1	9320	1	0	8241	30
16	1	9315	1	0	8238	30
16	1	9310	1	0	8235	30
16	1	9305	1	0	8231	29
16	1	9300	1	0	8227	28
16	1	9295	1	0	8222	28
16	1	9290	1	0	8217	29
16	1	9285	1	0	8212	29
16	1	9280	1	0	8207	29
16	1	9275	1	0	8202	29
16	1	9270	1	0	8197	30
16	1	9265	1	0	8191	31
16	1	9260	1	0	8186	32
16	1	9255	1	0	8181	33
16	1	9250	1	0	8176	33
16	1	9245	1	0	8171	33
16	1	9240	1	0	8165	33
16	1	9235	1	0	8160	33
16	1	9230	1	0	8156	32
16	1	9225	1	0	8152	32
16	1	9220	1	0	8148	30
16	1	9215	1	0	8146	30
16	1	9210	1	0	8144	30
16	1	9205	1	0	8142	30
16	1	9200	1	0	8139	30
16	1	9195	1	0	8136	30
16	1	9190	1	0	8133	30
16	1	9185	1	0	8130	30
16	1	9180	1	0	8127	30
16	1	9175	1	0	8126	30
16	1	9170	1	0	8125	30
16	1	9165	1	0	8125	31
16	1	9160	1	0	8125	30
16	1	9155	1	0	8125	30
16	1	9150	1	0	8124	28
16	1	9145	1	0	8123	27
16	1	9140	1	0	8120	27
16	1	9135	1	0	8117	27
16	1	9130	1	0	8113	27
16	1	9125	1	0	8108	27
16	1	9120	1	0	8101	27
16	1	9115	1	0	8094	27
16	1	9110	1	0	8090	27
16	1	9105	1	0	8086	27
16	1	9100	1	0	8083	27
16	1	9095	1	0	8081	27
16	1	9090	1	0	8078	27
16	1	9085	1	0	8074	27
16	1	9080	1	0	8070	28
16	1	9075	1	0	8066	28
16	1	9070	1	0	8062	27
16	1	9065	1	0	8058	27
16	1	9060	1	0	8055	27
16	1	9055	1	0	8053	27
16	1	9050	1	0	8051	28
16	1	9045	1	0	8050	27
16	1	9040	1	0	8051	27
16	1	9035	1	0	8050	26
16	1	9030	1	0	8047	27
16	1	9025	1	0	8042	26
16	1	9020	1	0	8036	27
16	1	9015	1	0	8029	26
16	1	9010	1	0	8022	26
16	1	9005	1	0	8014	26
16	1	9000	1	0	8005	26
16	1	8995	1	0	7997	27
16	1	8990	1	0	7987	28
16	1	8985	1	0	7977	28
16	1	8980	1	0	7967	27
16	1	8975	1	0	7959	27
16	1	8970	1	0	7950	27
16	1	8965	1	0	7941	26
16	1	8960	1	0	7934	26
16	1	8955	1	0	7929	26
16	1	8950	1	0	7924	27
16	1	8945	1	0	7919	28
16	1	8940	1	0	7914	28
16	1	8935	1	0	7910	27
16	1	8930	1	0	7907	28
16	1	8925	1	0	7903	28
16	1	8920	1	0	7899	28
16	1	8915	1	0	7897	27
16	1	8910	1	0	7896	27
16	1	8905	1	0	7895	27
16	1	8900	1	0	7894	27
16	1	8895	1	0	7892	27
16	1	8890	1	0	7888	27
16	1	8885	1	0	7885	27
16	1	8880	1	0	7884	27
16	1	8875	1	0	7884	26
16	1	8870	1	0	7884	27
16	1	8865	1	0	7882	27
16	1	8860	1	0	7879	28
16	1	8855	1	0	7874	28
16	1	8850	1	0	7870	27
16	1	8845	1	0	7867	27
16	1	8840	1	0	7863	27
16	1	8835	1	0	7861	27
16	1	8830	1	0	7860	27
16	1	8825	1	0	7861	27
16	1	8820	1	0	7863	27
16	1	8815	1	0	7864	27
16	1	8810	1	0	7864	28
16	1	8805	1	0	7863	28
16	1	8800	1	0	7861	28
16	1	8795	1	0	7860	28
16	1	8790	1	0	7858	28
16	1	8785	1	0	7856	28
16	1	8780	1	0	7853	27
16	1	8775	1	0	7850	27
16	1	8770	1	0	7846	27
16	1	8765	1	0	7841	27
16	1	8760	1	0	7836	27
16	1	8755	1	0	7832	27
16	1	8750	1	0	7829	27
16	1	8745	1	0	7826	28
16	1	8740	1	0	7823	27
16	1	8735	1	0	7821	27
16	1	8730	1	0	7819	27
16	1	8725	1	0	7818	27
16	1	8720	1	0	7815	27
16	1	8715	1	0	7812	26
16	1	8710	1	0	7808	26
16	1	8705	1	0	7806	26
16	1	8700	1	0	7803	26
16	1	8695	1	0	7800	27
16	1	8690	1	0	7797	27
16	1	8685	1	0	7794	27
16	1	8680	1	0	7791	28
16	1	8675	1	0	7789	27
16	1	8670	1	0	7787	27
16	1	8665	1	0	7787	27
16	1	8660	1	0	7787	27
16	1	8655	1	0	7786	27
16	1	8650	1	0	7784	27
16	1	8645	1	0	7781	27
16	1	8640	1	0	7777	27
16	1	8635	1	0	7773	28
16	1	8630	1	0	7767	28
16	1	8625	1	0	7761	27
16	1	8620	1	0	7756	27
16	1	8615	1	0	7753	28
16	1	8610	1	0	7750	27
16	1	8605	1	0	7747	28
16	1	8600	1	0	7743	27
16	1	8595	1	0	7738	26
16	1	8590	1	0	7731	27
16	1	8585	1	0	7722	27
16	1	8580	1	0	7714	27
16	1	8575	1	0	7707	27
16	1	8570	1	0	7702	27
16	1	8565	1	0	7698	27
16	1	8560	1	0	7694	27
16	1	8555	1	0	7691	26
16	1	8550	1	0	7686	26
16	1	8545	1	0	7681	26
16	1	8540	1	0	7675	27
16	1	8535	1	0	7666	27
16	1	8530	1	0	7659	27
16	1	8525	1	0	7654	26
16	1	8520	1	0	7650	27
16	1	8515	1	0	7645	28
16	1	8510	1	0	7640	27
16	1	8505	1	0	7635	26
16	1	8500	1	0	7630	26
16	1	8495	1	0	7627	27
16	1	8490	1	0	7625	27
16	1	8485	1	0	7624	27
16	1	8480	1	0	7622	27
16	1	8475	1	0	7619	27
16	1	8470	1	0	7615	27
16	1	8465	1	0	7612	26
16	1	8460	1	0	7610	27
16	1	8455	1	0	7608	27
16	1	8450	1	0	7604	27
16	1	8445	1	0	7599	27
16	1	8440	1	0	7594	28
16	1	8435	1	0	7590	28
16	1	8430	1	0	7587	27
16	1	8425	1	0	7583	26
16	1	8420	1	0	7578	27
16	1	8415	1	0	7571	27
16	1	8410	1	0	7564	27
16	1	8405	1	0	7557	26
16	1	8400	1	0	7549	27
16	1	8395	1	0	7541	27
16	1	8390	1	0	7534	27
16	1	8385	1	0	7527	27
16	1	8380	1	0	7519	27
16	1	8375	1	0	7510	26
16	1	8370	1	0	7501	27
16	1	8365	1	0	7493	26
16	1	8360	1	0	7486	26
16	1	8355	1	0	7478	26
16	1	8350	1	0	7472	26
16	1	8345	1	0	7466	26
16	1	8340	1	0	7459	26
16	1	8335	1	0	7452	26
16	1	8330	1	0	7445	27
16	1	8325	1	0	7439	27
16	1	8320	1	0	7432	27
16	1	8315	1	0	7425	27
16	1	8310	1	0	7418	28
16	1	8305	1	0	7412	28
16	1	8300	1	0	7406	27
16	1	8295	1	0	7400	27
16	1	8290	1	0	7394	27
16	1	8285	1	0	7389	27
16	1	8280	1	0	7384	27
16	1	8275	1	0	7378	27
16	1	8270	1	0	7373	27
16	1	8265	1	0	7369	27
16	1	8260	1	0	7367	27
16	1	8255	1	0	7366	27
16	1	8250	1	0	7366	27
16	1	8245	1	0	7364	27
16	1	8240	1	0	7362	27
16	1	8235	1	0	7361	28
16	1	8230	1	0	7360	28
16	1	8225	1	0	7359	28
16	1	8220	1	0	7357	28
16	1	8215	1	0	7355	28
16	1	8210	1	0	7352	28
16	1	8205	1	0	7349	28
16	1	8200	1	0	7344	28
16	1	8195	1	0	7339	28
16	1	8190	1	0	7334	28
16	1	8185	1	0	7328	28
16	1	8180	1	0	7322	28
16	1	8175	1	0	7314	28
16	1	8170	1	0	7305	28
16	1	8165	1	0	7296	28
16	1	8160	1	0	7287	28
16	1	8155	1	0	7277	27
16	1	8150	1	0	7268	27
16	1	8145	1	0	7260	27
16	1	8140	1	0	7254	27
16	1	8135	1	0	7250	27
16	1	8130	1	0	7246	27
16	1	8125	1	0	7241	27
16	1	8120	1	0	7237	28
16	1	8115	1	0	7234	29
16	1	8110	1	0	7232	30
16	1	8105	1	0	7229	31
16	1	8100	1	0	7225	30
16	1	8095	1	0	7221	30
16	1	8090	1	0	7219	30
16	1	8085	1	0	7218	30
16	1	8080	1	0	7217	31
16	1	8075	1	0	7217	32
16	1	8070	1	0	7216	33
16	1	8065	1	0	7214	33
16	1	8060	1	0	7212	33
16	1	8055	1	0	7209	33
16	1	8050	1	0	7206	33
16	1	8045	1	0	7202	33
16	1	8040	1	0	7198	33
16	1	8035	1	0	7193	32
16	1	8030	1	0	7189	30
16	1	8025	1	0	7184	31
16	1	8020	1	0	7179	32
16	1	8015	1	0	7173	31
16	1	8010	1	0	7166	30
16	1	8005	1	0	7158	30
16	1	8000	1	0	7151	29
16	1	7995	1	0	7144	27
16	1	7990	1	0	7137	27
16	1	7985	1	0	7132	27
16	1	7980	1	0	7128	27
16	1	7975	1	0	7123	27
16	1	7970	1	0	7118	27
16	1	7965	1	0	7112	28
16	1	7960	1	0	7105	28
16	1	7955	1	0	7098	28
16	1	7950	1	0	7090	28
16	1	7945	1	0	7083	28
16	1	7940	1	0	7076	27
16	1	7935	1	0	7069	28
16	1	7930	1	0	7060	28
16	1	7925	1	0	7050	28
16	1	7920	1	0	7039	27
16	1	7915	1	0	7029	26
16	1	7910	1	0	7021	27
16	1	7905	1	0	7013	27
16	1	7900	1	0	7008	27
16	1	7895	1	0	7006	27
16	1	7890	1	0	7006	27
16	1	7885	1	0	7006	28
16	1	7880	1	0	7006	28
16	1	7875	1	0	7004	28
16	1	7870	1	0	7000	28
16	1	7865	1	0	6995	28
16	1	7860	1	0	6989	28
16	1	7855	1	0	6984	27
16	1	7850	1	0	6979	27
16	1	7845	1	0	6974	27
16	1	7840	1	0	6969	27
16	1	7835	1	0	6963	27
16	1	7830	1	0	6956	27
16	1	7825	1	0	6950	27
16	1	7820	1	0	6944	27
16	1	7815	1	0	6939	27
16	1	7810	1	0	6934	27
16	1	7805	1	0	6931	27
16	1	7800	1	0	6928	27
16	1	7795	1	0	6926	27
16	1	7790	1	0	6921	27
16	1	7785	1	0	6915	27
16	1	7780	1	0	6908	27
16	1	7775	1	0	6902	27
16	1	7770	1	0	6898	27
16	1	7765	1	0	6895	28
16	1	7760	1	0	6892	28
16	1	7755	1	0	6888	27
16	1	7750	1	0	6884	28
16	1	7745	1	0	6880	28
16	1	7740	1	0	6876	28
16	1	7735	1	0	6873	28
16	1	7730	1	0	6869	28
16	1	7725	1	0	6865	28
16	1	7720	1	0	6861	28
16	1	7715	1	0	6857	28
16	1	7710	1	0	6854	28
16	1	7705	1	0	6851	28
16	1	7700	1	0	6847	27
16	1	7695	1	0	6844	27
16	1	7690	1	0	6839	28
16	1	7685	1	0	6834	28
16	1	7680	1	0	6828	29
16	1	7675	1	0	6821	29
16	1	7670	1	0	6813	28
16	1	7665	1	0	6805	28
16	1	7660	1	0	6796	28
16	1	7655	1	0	6788	27
16	1	7650	1	0	6780	28
16	1	7645	1	0	6774	28
16	1	7640	1	0	6768	28
16	1	7635	1	0	6764	28
16	1	7630	1	0	6760	27
16	1	7625	1	0	6757	27
16	1	7620	1	0	6753	27
16	1	7615	1	0	6749	28
16	1	7610	1	0	6743	27
16	1	7605	1	0	6736	27
16	1	7600	1	0	6730	27
16	1	7595	1	0	6725	27
16	1	7590	1	0	6720	27
16	1	7585	1	0	6714	27
16	1	7580	1	0	6707	28
16	1	7575	1	0	6700	27
16	1	7570	1	0	6691	27
16	1	7565	1	0	6680	27
16	1	7560	1	0	6669	27
16	1	7555	1	0	6658	27
16	1	7550	1	0	6648	28
16	1	7545	1	0	6639	28
16	1	7540	1	0	6634	28
16	1	7535	1	0	6631	28
16	1	7530	1	0	6629	28
16	1	7525	1	0	6628	28
16	1	7520	1	0	6626	28
16	1	7515	1	0	6623	27
16	1	7510	1	0	6617	28
16	1	7505	1	0	6611	27
16	1	7500	1	0	6603	28
16	1	7495	1	0	6597	28
16	1	7490	1	0	6592	28
16	1	7485	1	0	6587	28
16	1	7480	1	0	6581	28
16	1	7475	1	0	6576	28
16	1	7470	1	0	6570	28
16	1	7465	1	0	6564	28
16	1	7460	1	0	6559	27
16	1	7455	1	0	6553	27
16	1	7450	1	0	6547	27
16	1	7445	1	0	6543	27
16	1	7440	1	0	6540	27
16	1	7435	1	0	6536	27
16	1	7430	1	0	6529	27
16	1	7425	1	0	6520	27
16	1	7420	1	0	6508	27
16	1	7415	1	0	6494	27
16	1	7410	1	0	6480	27
16	1	7405	1	0	6468	27
