%T(Ga)     a (RE)      amin        amax         lod       lodmin      lodmax       obli       oblimin     oblimax       pre           premin        premax
 4.062   34.258322   31.572871   35.276214   11.054507   10.376057   11.328373   16.038296   15.953071   16.232378    461.047923    450.107922    490.675017
 4.063   34.248803   31.563313   35.266674   11.051991   10.373748   11.325760   16.036525   15.951266   16.230693    461.511503    450.561949    491.165768
 4.064   34.239287   31.553759   35.257145   11.049478   10.371441   11.323151   16.034754   15.949462   16.229009    461.975557    451.016328    491.656999
 4.065   34.229773   31.544209   35.247627   11.046966   10.369136   11.320546   16.032984   15.947659   16.227325    462.440088    451.471095    492.148718
 4.066   34.220260   31.534662   35.238118   11.044454   10.366831   11.317945   16.031215   15.945857   16.225642    462.905100    451.926248    492.640927
 4.067   34.210750   31.525120   35.228622   11.041944   10.364529   11.315348   16.029447   15.944055   16.223960    463.370597    452.381747    493.133622
 4.068   34.201241   31.515583   35.219146   11.039436   10.362229   11.312757   16.027679   15.942255   16.222279    463.836583    452.837532    493.626795
 4.069   34.191734   31.506052   35.209697   11.036928   10.359931   11.310175   16.025912   15.940454   16.220598    464.303066    453.293528    494.120435
 4.070   34.182229   31.496530   35.200280   11.034422   10.357636   11.307602   16.024146   15.938655   16.218918    464.770052    453.749679    494.614536
 4.071   34.172725   31.487015   35.190897   11.031918   10.355343   11.305039   16.022380   15.936856   16.217238    465.237549    454.205972    495.109103
 4.072   34.163222   31.477507   35.181546   11.029414   10.353053   11.302486   16.020615   15.935058   16.215559    465.705566    454.662434    495.604149
 4.073   34.153720   31.468006   35.172221   11.026911   10.350765   11.299941   16.018850   15.933260   16.213881    466.174112    455.119139    496.099700
 4.074   34.144219   31.458509   35.162915   11.024410   10.348479   11.297402   16.017086   15.931463   16.212203    466.643195    455.576173    496.595781
 4.075   34.134719   31.449014   35.153621   11.021909   10.346194   11.294866   16.015323   15.929667   16.210525    467.112826    456.033612    497.092414
 4.076   34.125220   31.439523   35.144335   11.019409   10.343910   11.292335   16.013559   15.927870   16.208848    467.583013    456.491501    497.589612
 4.077   34.115721   31.430034   35.135058   11.016911   10.341628   11.289806   16.011797   15.926075   16.207171    468.053765    456.949851    498.087377
 4.078   34.106222   31.420549   35.125793   11.014413   10.339348   11.287281   16.010035   15.924280   16.205495    468.525092    457.408631    498.585706
 4.079   34.096723   31.411070   35.116546   11.011916   10.337069   11.284762   16.008273   15.922485   16.203819    468.997003    457.867784    499.084590
 4.080   34.087224   31.401597   35.107321   11.009420   10.334793   11.282250   16.006511   15.920690   16.202143    469.469507    458.327256    499.584023
 4.081   34.077725   31.392132   35.098122   11.006924   10.332519   11.279745   16.004750   15.918896   16.200468    469.942615    458.787036    500.084010
 4.082   34.068225   31.382672   35.088946   11.004430   10.330247   11.277249   16.002989   15.917102   16.198792    470.416337    459.247143    500.584567
 4.083   34.058724   31.373218   35.079790   11.001936   10.327978   11.274758   16.001228   15.915308   16.197117    470.890684    459.707627    501.085715
 4.084   34.049223   31.363767   35.070649   10.999442   10.325709   11.272272   15.999468   15.913515   16.195442    471.365668    460.168552    501.587483
 4.085   34.039721   31.354318   35.061517   10.996949   10.323442   11.269789   15.997708   15.911722   16.193768    471.841300    460.629996    502.089903
 4.086   34.030217   31.344869   35.052388   10.994457   10.321176   11.267308   15.995947   15.909928   16.192093    472.317593    461.092032    502.593006
 4.087   34.020711   31.335419   35.043257   10.991965   10.318909   11.264827   15.994187   15.908135   16.190418    472.794560    461.554713    503.096816
 4.088   34.011204   31.325967   35.034125   10.989472   10.316644   11.262347   15.992427   15.906342   16.188744    473.272215    462.018061    503.601350
 4.089   34.001695   31.316514   35.024992   10.986981   10.314379   11.259867   15.990667   15.904549   16.187069    473.750573    462.482070    504.106615
 4.090   33.992183   31.307060   35.015862   10.984490   10.312113   11.257389   15.988907   15.902756   16.185394    474.229651    462.946724    504.612620
 4.091   33.982668   31.297606   35.006735   10.981999   10.309850   11.254912   15.987146   15.900962   16.183719    474.709465    463.412028    505.119379
 4.092   33.973151   31.288150   34.997610   10.979508   10.307586   11.252437   15.985386   15.899168   16.182044    475.190033    463.878000    505.626912
 4.093   33.963630   31.278693   34.988487   10.977016   10.305323   11.249963   15.983625   15.897375   16.180369    475.671375    464.344664    506.135242
 4.094   33.954105   31.269233   34.979364   10.974525   10.303058   11.247490   15.981864   15.895580   16.178693    476.153509    464.812048    506.644394
 4.095   33.944576   31.259770   34.970240   10.972033   10.300795   11.245017   15.980102   15.893786   16.177017    476.636457    465.280192    507.154395
 4.096   33.935043   31.250302   34.961112   10.969541   10.298531   11.242544   15.978340   15.891990   16.175340    477.120236    465.749140    507.665272
 4.097   33.925505   31.240830   34.951976   10.967048   10.296266   11.240071   15.976577   15.890195   16.173663    477.604868    466.218937    508.177054
 4.098   33.915961   31.231351   34.942832   10.964555   10.294001   11.237594   15.974814   15.888398   16.171985    478.090373    466.689620    508.689763
 4.099   33.906413   31.221867   34.933679   10.962062   10.291736   11.235117   15.973051   15.886602   16.170307    478.576771    467.161214    509.203421
 4.100   33.896858   31.212376   34.924515   10.959567   10.289468   11.232638   15.971286   15.884804   16.168628    479.064083    467.633738    509.718047
 4.101   33.887297   31.202879   34.915342   10.957071   10.287201   11.230156   15.969521   15.883005   16.166948    479.552330    468.107214    510.233664
 4.102   33.877729   31.193375   34.906158   10.954575   10.284933   11.227674   15.967754   15.881206   16.165267    480.041531    468.581655    510.750292
 4.103   33.868154   31.183864   34.896965   10.952078   10.282662   11.225189   15.965987   15.879405   16.163586    480.531709    469.057066    511.267951
 4.104   33.858572   31.174346   34.887764   10.949580   10.280392   11.222702   15.964219   15.877604   16.161903    481.022882    469.533453    511.786661
 4.105   33.848982   31.164820   34.878555   10.947081   10.278121   11.220215   15.962450   15.875802   16.160219    481.515070    470.010835    512.306443
 4.106   33.839385   31.155285   34.869336   10.944580   10.275847   11.217726   15.960680   15.873998   16.158535    482.008289    470.489242    512.827317
 4.107   33.829779   31.145742   34.860104   10.942078   10.273573   11.215233   15.958908   15.872193   16.156849    482.502556    470.968715    513.349305
 4.108   33.820164   31.136190   34.850857   10.939575   10.271297   11.212738   15.957136   15.870387   16.155162    482.997889    471.449298    513.872428
 4.109   33.810541   31.126628   34.841592   10.937070   10.269019   11.210238   15.955362   15.868580   16.153474    483.494303    471.931031    514.396706
 4.110   33.800909   31.117055   34.832308   10.934563   10.266740   11.207735   15.953587   15.866771   16.151785    483.991813    472.413949    514.922157
 4.111   33.791268   31.107472   34.823004   10.932055   10.264459   11.205227   15.951810   15.864961   16.150094    484.490436    472.898072    515.448798
 4.112   33.781617   31.097878   34.813681   10.929546   10.262175   11.202713   15.950033   15.863150   16.148402    484.990188    473.383403    515.976647
 4.113   33.771956   31.088274   34.804341   10.927035   10.259891   11.200198   15.948253   15.861337   16.146708    485.491086    473.869917    516.505718
 4.114   33.762285   31.078659   34.794989   10.924521   10.257604   11.197678   15.946472   15.859523   16.145013    485.993148    474.357595    517.036026
 4.115   33.752604   31.069033   34.785624   10.922006   10.255315   11.195157   15.944690   15.857707   16.143317    486.496390    474.846451    517.567587
 4.116   33.742912   31.059396   34.776243   10.919490   10.253025   11.192633   15.942906   15.855889   16.141619    487.000831    475.336535    518.100418
 4.117   33.733209   31.049747   34.766841   10.916971   10.250733   11.190102   15.941121   15.854070   16.139920    487.506488    475.827923    518.634539
 4.118   33.723495   31.040087   34.757411   10.914449   10.248437   11.187566   15.939333   15.852249   16.138219    488.013380    476.320703    519.169972
 4.119   33.713770   31.030414   34.747946   10.911926   10.246141   11.185021   15.937545   15.850427   16.136516    488.521526    476.814961    519.706740
 4.120   33.704032   31.020729   34.738444   10.909401   10.243842   11.182467   15.935754   15.848602   16.134811    489.030947    477.310765    520.244868
 4.121   33.694283   31.011030   34.728901   10.906874   10.241540   11.179902   15.933961   15.846776   16.133105    489.541663    477.808151    520.784379
 4.122   33.684521   31.001318   34.719321   10.904343   10.239236   11.177329   15.932167   15.844947   16.131397    490.053697    478.307116    521.325295
 4.123   33.674746   30.991592   34.709708   10.901811   10.236930   11.174747   15.930370   15.843117   16.129687    490.567071    478.807611    521.867631
 4.124   33.664958   30.981853   34.700069   10.899276   10.234620   11.172160   15.928571   15.841284   16.127975    491.081807    479.309579    522.411407
 4.125   33.655156   30.972100   34.690408   10.896737   10.232309   11.169568   15.926771   15.839449   16.126261    491.597929    479.813000    522.956648
 4.126   33.645340   30.962333   34.680724   10.894197   10.229994   11.166969   15.924968   15.837613   16.124545    492.115457    480.317901    523.503388
 4.127   33.635510   30.952549   34.671012   10.891654   10.227677   11.164366   15.923163   15.835773   16.122826    492.634417    480.824352    524.051665
 4.128   33.625665   30.942747   34.661265   10.889107   10.225356   11.161753   15.921355   15.833932   16.121106    493.154830    481.332456    524.601516
 4.129   33.615806   30.932926   34.651475   10.886558   10.223030   11.159129   15.919545   15.832088   16.119383    493.676720    481.842334    525.152979
 4.130   33.605930   30.923084   34.641634   10.884005   10.220702   11.156493   15.917733   15.830241   16.117657    494.200111    482.354086    525.706089
 4.131   33.596039   30.913222   34.631740   10.881449   10.218368   11.153843   15.915918   15.828392   16.115930    494.725029    482.867764    526.260875
 4.132   33.586132   30.903339   34.621794   10.878890   10.216031   11.151180   15.914101   15.826541   16.114200    495.251499    483.383371    526.817357
 4.133   33.576208   30.893436   34.611803   10.876328   10.213689   11.148506   15.912281   15.824687   16.112467    495.779547    483.900866    527.375544
 4.134   33.566267   30.883515   34.601772   10.873761   10.211345   11.145824   15.910458   15.822829   16.110732    496.309198    484.420182    527.935447
 4.135   33.556309   30.873574   34.591711   10.871192   10.208996   11.143133   15.908632   15.820969   16.108994    496.840478    484.941254    528.497088
 4.136   33.546333   30.863614   34.581623   10.868619   10.206643   11.140436   15.906804   15.819107   16.107253    497.373411    485.464040    529.060505
 4.137   33.536339   30.853631   34.571512   10.866041   10.204286   11.137734   15.904973   15.817241   16.105509    497.908020    485.988532    529.625747
 4.138   33.526326   30.843624   34.561376   10.863460   10.201923   11.135026   15.903138   15.815372   16.103763    498.444330    486.514773    530.192868
 4.139   33.516295   30.833588   34.551208   10.860876   10.199556   11.132310   15.901301   15.813500   16.102014    498.982362    487.042847    530.761922
 4.140   33.506245   30.823523   34.541004   10.858286   10.197181   11.129586   15.899460   15.811625   16.100261    499.522142    487.572840    531.332955
 4.141   33.496175   30.813426   34.530760   10.855693   10.194800   11.126853   15.897617   15.809747   16.098506    500.063693    488.104799    531.905999
 4.142   33.486085   30.803300   34.520478   10.853095   10.192412   11.124110   15.895770   15.807865   16.096747    500.607039    488.638737    532.481073
 4.143   33.475975   30.793144   34.510160   10.850494   10.190018   11.121358   15.893920   15.805980   16.094986    501.152205    489.174646    533.058185
 4.144   33.465844   30.782961   34.499810   10.847887   10.187620   11.118599   15.892066   15.804092   16.093221    501.699218    489.712502    533.637332
 4.145   33.455693   30.772753   34.489432   10.845277   10.185215   11.115834   15.890209   15.802200   16.091453    502.248100    490.252281    534.218510
 4.146   33.445520   30.762521   34.479028   10.842661   10.182806   11.113062   15.888348   15.800305   16.089681    502.798879    490.793964    534.801720
 4.147   33.435326   30.752267   34.468602   10.840042   10.180392   11.110286   15.886484   15.798406   16.087907    503.351579    491.337552    535.386976
 4.148   33.425109   30.741990   34.458151   10.837418   10.177974   11.107504   15.884617   15.796504   16.086128    503.906225    491.883071    535.974307
 4.149   33.414871   30.731687   34.447675   10.834788   10.175551   11.104717   15.882745   15.794597   16.084346    504.462845    492.430573    536.563757
 4.150   33.404609   30.721359   34.437169   10.832154   10.173122   11.101922   15.880870   15.792687   16.082561    505.021466    492.980116    537.155373
 4.151   33.394325   30.711002   34.426632   10.829514   10.170688   11.099121   15.878991   15.790773   16.080772    505.582118    493.531739    537.749193
 4.152   33.384016   30.700618   34.416065   10.826870   10.168247   11.096312   15.877109   15.788855   16.078979    506.144830    494.085466    538.345249
 4.153   33.373684   30.690205   34.405468   10.824220   10.165801   11.093497   15.875222   15.786933   16.077182    506.709634    494.641308    538.943565
 4.154   33.363327   30.679765   34.394844   10.821564   10.163350   11.090675   15.873331   15.785007   16.075382    507.276559    495.199276    539.544165
 4.155   33.352945   30.669299   34.384192   10.818904   10.160892   11.087847   15.871436   15.783077   16.073577    507.845635    495.759384    540.147064
 4.156   33.342538   30.658806   34.373513   10.816237   10.158430   11.085013   15.869537   15.781143   16.071769    508.416891    496.321657    540.752279
 4.157   33.332106   30.648289   34.362805   10.813566   10.155963   11.082171   15.867634   15.779204   16.069956    508.990354    496.886132    541.359824
 4.158   33.321647   30.637746   34.352067   10.810888   10.153490   11.079323   15.865726   15.777261   16.068140    509.566051    497.452851    541.969723
 4.159   33.311162   30.627177   34.341296   10.808206   10.151012   11.076468   15.863814   15.775313   16.066319    510.144009    498.021864    542.582005
 4.160   33.300650   30.616583   34.330491   10.805516   10.148528   11.073605   15.861897   15.773361   16.064494    510.724256    498.593216    543.196704
 4.161   33.290111   30.605961   34.319650   10.802821   10.146041   11.070733   15.859976   15.771404   16.062664    511.306819    499.166943    543.813852
 4.162   33.279545   30.595312   34.308773   10.800120   10.143546   11.067853   15.858050   15.769443   16.060830    511.891728    499.743070    544.433480
 4.163   33.268951   30.584635   34.297862   10.797412   10.141046   11.064964   15.856120   15.767477   16.058992    512.479013    500.321620    545.055627
 4.164   33.258328   30.573930   34.286915   10.794698   10.138540   11.062068   15.854185   15.765506   16.057149    513.068705    500.902607    545.680326
 4.165   33.247677   30.563195   34.275937   10.791979   10.136028   11.059164   15.852245   15.763531   16.055302    513.660834    501.486030    546.307607
 4.166   33.236996   30.552432   34.264928   10.789252   10.133511   11.056253   15.850301   15.761550   16.053450    514.255431    502.071887    546.937495
 4.167   33.226286   30.541641   34.253892   10.786519   10.130988   11.053337   15.848351   15.759564   16.051593    514.852529    502.660176    547.570010
 4.168   33.215546   30.530822   34.242830   10.783779   10.128459   11.050413   15.846396   15.757574   16.049732    515.452160    503.250908    548.205176
 4.169   33.204776   30.519976   34.231741   10.781033   10.125925   11.047485   15.844437   15.755578   16.047865    516.054357    503.844114    548.843017
 4.170   33.193975   30.509103   34.220625   10.778280   10.123385   11.044551   15.842472   15.753577   16.045994    516.659158    504.439830    549.483565
 4.171   33.183142   30.498203   34.209481   10.775519   10.120839   11.041609   15.840502   15.751570   16.044117    517.266598    505.038095    550.126858
 4.172   33.172278   30.487274   34.198308   10.772752   10.118289   11.038662   15.838526   15.749559   16.042236    517.876718    505.638957    550.772941
 4.173   33.161380   30.476315   34.187104   10.769978   10.115732   11.035707   15.836545   15.747541   16.040349    518.489559    506.242479    551.421867
 4.174   33.150450   30.465325   34.175866   10.767196   10.113168   11.032745   15.834559   15.745518   16.038457    519.105162    506.848719    552.073692
 4.175   33.139487   30.454303   34.164594   10.764406   10.110598   11.029775   15.832567   15.743490   16.036560    519.723570    507.457709    552.728467
 4.176   33.128489   30.443248   34.153291   10.761608   10.108021   11.026798   15.830569   15.741455   16.034657    520.344823    508.069457    553.386241
 4.177   33.117456   30.432159   34.141961   10.758803   10.105437   11.023815   15.828565   15.739415   16.032748    520.968964    508.683954    554.047055
 4.178   33.106388   30.421037   34.130606   10.755990   10.102846   11.020827   15.826555   15.737368   16.030834    521.596033    509.301190    554.710945
 4.179   33.095284   30.409882   34.119230   10.753169   10.100248   11.017834   15.824539   15.735316   16.028914    522.226074    509.921161    555.377944
 4.180   33.084144   30.398693   34.107835   10.750341   10.097644   11.014837   15.822518   15.733257   16.026988    522.859128    510.543879    556.048088
 4.181   33.072966   30.387472   34.096421   10.747503   10.095032   11.011836   15.820490   15.731192   16.025056    523.495240    511.169379    556.721419
 4.182   33.061751   30.376216   34.084986   10.744657   10.092414   11.008832   15.818455   15.729120   16.023118    524.134454    511.797719    557.397986
 4.183   33.050498   30.364926   34.073526   10.741802   10.089789   11.005821   15.816414   15.727042   16.021174    524.776818    512.428996    558.077842
 4.184   33.039206   30.353599   34.062034   10.738939   10.087156   11.002805   15.814367   15.724957   16.019224    525.422375    513.063306    558.761042
 4.185   33.027875   30.342235   34.050509   10.736066   10.084515   10.999780   15.812313   15.722866   16.017267    526.071172    513.700722    559.447649
 4.186   33.016504   30.330831   34.038950   10.733185   10.081866   10.996748   15.810252   15.720767   16.015304    526.723251    514.341285    560.137723
 4.187   33.005092   30.319386   34.027360   10.730294   10.079209   10.993708   15.808184   15.718662   16.013334    527.378656    514.985003    560.831324
 4.188   32.993640   30.307899   34.015741   10.727394   10.076543   10.990661   15.806110   15.716550   16.011358    528.037431    515.631863    561.528506
 4.189   32.982146   30.296369   34.004099   10.724485   10.073866   10.987611   15.804028   15.714430   16.009375    528.699619    516.281842    562.229317
 4.190   32.970610   30.284795   33.992438   10.721567   10.071182   10.984557   15.801939   15.712304   16.007385    529.365264    516.934930    562.933801
 4.191   32.959031   30.273178   33.980758   10.718638   10.068488   10.981498   15.799844   15.710170   16.005389    530.034412    517.591152    563.642005
 4.192   32.947409   30.261517   33.969059   10.715700   10.065786   10.978437   15.797740   15.708028   16.003385    530.707113    518.250570    564.353982
 4.193   32.935743   30.249811   33.957335   10.712753   10.063074   10.975369   15.795630   15.705879   16.001374    531.383415    518.913274    565.069781
 4.194   32.924033   30.238060   33.945581   10.709794   10.060351   10.972295   15.793512   15.703723   15.999356    532.063368    519.579371    565.789452
 4.195   32.912278   30.226263   33.933791   10.706826   10.057620   10.969214   15.791386   15.701558   15.997331    532.747022    520.248978    566.513045
 4.196   32.900477   30.214420   33.921961   10.703847   10.054879   10.966122   15.789252   15.699386   15.995299    533.434426    520.922200    567.240606
 4.197   32.888630   30.202532   33.910086   10.700858   10.052129   10.963020   15.787111   15.697206   15.993258    534.125629    521.599121    567.972182
 4.198   32.876736   30.190597   33.898165   10.697858   10.049368   10.959909   15.784962   15.695018   15.991211    534.820680    522.279790    568.707823
 4.199   32.864794   30.178615   33.886201   10.694848   10.046598   10.956786   15.782805   15.692821   15.989155    535.519628    522.964225    569.447582
 4.200   32.852805   30.166586   33.874197   10.691827   10.043819   10.953654   15.780639   15.690617   15.987092    536.222525    523.652438    570.191513
 4.201   32.840767   30.154508   33.862151   10.688794   10.041028   10.950513   15.778466   15.688404   15.985021    536.929424    524.344467    570.939672
 4.202   32.828680   30.142382   33.850065   10.685750   10.038228   10.947363   15.776284   15.686182   15.982942    537.640378    525.040367    571.692118
 4.203   32.816543   30.130205   33.837936   10.682695   10.035416   10.944202   15.774093   15.683952   15.980855    538.355444    525.740198    572.448917
 4.204   32.804355   30.117977   33.825762   10.679629   10.032595   10.941032   15.771894   15.681714   15.978760    539.074677    526.444034    573.210129
 4.205   32.792116   30.105698   33.813541   10.676550   10.029762   10.937851   15.769686   15.679466   15.976656    539.798133    527.151957    573.975809
 4.206   32.779825   30.093368   33.801269   10.673461   10.026920   10.934657   15.767470   15.677210   15.974544    540.525868    527.864059    574.746006
 4.207   32.767481   30.080987   33.788941   10.670358   10.024065   10.931451   15.765245   15.674944   15.972424    541.257935    528.580431    575.520763
 4.208   32.755085   30.068556   33.776557   10.667245   10.021202   10.928231   15.763010   15.672669   15.970295    541.994389    529.301147    576.300126
 4.209   32.742634   30.056075   33.764114   10.664119   10.018327   10.924997   15.760767   15.670385   15.968157    542.735287    530.026271    577.084141
 4.210   32.730130   30.043543   33.751613   10.660981   10.015442   10.921748   15.758514   15.668092   15.966011    543.480684    530.755855    577.872862
 4.211   32.717570   30.030961   33.739052   10.657829   10.012546   10.918487   15.756252   15.665789   15.963855    544.230639    531.489954    578.666348
 4.212   32.704955   30.018327   33.726431   10.654665   10.009639   10.915211   15.753981   15.663477   15.961690    544.985213    532.228628    579.464667
 4.213   32.692283   30.005639   33.713751   10.651490   10.006722   10.911921   15.751700   15.661155   15.959517    545.744468    532.971927    580.267894
 4.214   32.679554   29.992897   33.701010   10.648300   10.003793   10.908618   15.749409   15.658823   15.957334    546.508464    533.719900    581.076106
 4.215   32.666767   29.980099   33.688211   10.645097   10.000852   10.905300   15.747109   15.656481   15.955142    547.277258    534.472590    581.889372
 4.216   32.653922   29.967243   33.675352   10.641881    9.997900   10.901967   15.744798   15.654129   15.952940    548.050908    535.230043    582.707759
 4.217   32.641019   29.954330   33.662435   10.638652    9.994935   10.898622   15.742478   15.651767   15.950729    548.829466    535.992303    583.531321
 4.218   32.628056   29.941360   33.649457   10.635411    9.991958   10.895263   15.740148   15.649395   15.948508    549.612983    536.759422    584.360106
 4.219   32.615033   29.928332   33.636420   10.632154    9.988969   10.891889   15.737807   15.647012   15.946277    550.401511    537.531455    585.194159
 4.220   32.601950   29.915246   33.623321   10.628885    9.985969   10.888501   15.735457   15.644620   15.944037    551.195099    538.308458    586.033521
 4.221   32.588806   29.902104   33.610159   10.625601    9.982956   10.885098   15.733096   15.642216   15.941787    551.993800    539.090485    586.878244
 4.222   32.575601   29.888904   33.596935   10.622304    9.979932   10.881681   15.730725   15.639803   15.939527    552.797667    539.877589    587.728388
 4.223   32.562334   29.875645   33.583648   10.618993    9.976895   10.878249   15.728343   15.637378   15.937257    553.606754    540.669822    588.584012
 4.224   32.549005   29.862325   33.570298   10.615667    9.973845   10.874802   15.725951   15.634943   15.934977    554.421114    541.467231    589.445183
 4.225   32.535614   29.848945   33.556884   10.612328    9.970783   10.871340   15.723548   15.632497   15.932687    555.240797    542.269860    590.311966
 4.226   32.522159   29.835502   33.543407   10.608974    9.967708   10.867864   15.721135   15.630041   15.930387    556.065852    543.077751    591.184424
 4.227   32.508641   29.821995   33.529867   10.605607    9.964619   10.864372   15.718711   15.627573   15.928077    556.896327    543.890944    592.062620
 4.228   32.495059   29.808424   33.516264   10.602223    9.961517   10.860866   15.716276   15.625095   15.925756    557.732269    544.709479    592.946609
 4.229   32.481414   29.794788   33.502597   10.598827    9.958402   10.857347   15.713831   15.622605   15.923425    558.573726    545.533404    593.836440
 4.230   32.467703   29.781086   33.488867   10.595416    9.955273   10.853811   15.711374   15.620105   15.921083    559.420748    546.362768    594.732165
 4.231   32.453928   29.767320   33.475072   10.591990    9.952131   10.850261   15.708907   15.617593   15.918731    560.273392    547.197626    595.633838
 4.232   32.440087   29.753487   33.461213   10.588549    9.948974   10.846696   15.706428   15.615071   15.916369    561.131715    548.038035    596.541524
 4.233   32.426180   29.739588   33.447288   10.585094    9.945804   10.843116   15.703939   15.612537   15.913995    561.995776    548.884054    597.455281
 4.234   32.412206   29.725623   33.433297   10.581623    9.942620   10.839521   15.701438   15.609991   15.911612    562.865631    549.735740    598.375167
 4.235   32.398166   29.711590   33.419240   10.578137    9.939422   10.835910   15.698926   15.607434   15.909217    563.741328    550.593143    599.301234
 4.236   32.384059   29.697491   33.405115   10.574638    9.936211   10.832283   15.696403   15.604866   15.906812    564.622910    551.456307    600.233530
 4.237   32.369884   29.683323   33.390923   10.571122    9.932984   10.828641   15.693869   15.602286   15.904395    565.510416    552.325271    601.172097
 4.238   32.355642   29.669088   33.376664   10.567592    9.929745   10.824984   15.691323   15.599695   15.901968    566.403879    553.200069    602.116977
 4.239   32.341333   29.654784   33.362337   10.564046    9.926491   10.821311   15.688766   15.597093   15.899531    567.303335    554.080734    603.068209
 4.240   32.326956   29.640411   33.347943   10.560486    9.923222   10.817623   15.686197   15.594478   15.897082    568.208820    554.967300    604.025834
 4.241   32.312512   29.625969   33.333482   10.556909    9.919940   10.813919   15.683618   15.591853   15.894623    569.120377    555.859808    604.989898
 4.242   32.297999   29.611458   33.318952   10.553319    9.916643   10.810198   15.681027   15.589216   15.892152    570.038055    556.758307    605.960453
 4.243   32.283418   29.596878   33.304354   10.549713    9.913332   10.806463   15.678424   15.586567   15.889671    570.961906    557.662849    606.937556
 4.244   32.268769   29.582227   33.289688   10.546092    9.910006   10.802713   15.675810   15.583906   15.887179    571.891980    558.573482    607.921255
 4.245   32.254050   29.567507   33.274953   10.542455    9.906667   10.798946   15.673185   15.581234   15.884676    572.828324    559.490253    608.911596
 4.246   32.239262   29.552718   33.260148   10.538804    9.903312   10.795163   15.670548   15.578550   15.882161    573.770983    560.413207    609.908615
 4.247   32.224405   29.537860   33.245274   10.535136    9.899945   10.791365   15.667899   15.575855   15.879636    574.720003    561.342387    610.912349
 4.248   32.209479   29.522935   33.230331   10.531454    9.896563   10.787552   15.665239   15.573147   15.877099    575.675432    562.277841    611.922841
 4.249   32.194482   29.507941   33.215318   10.527756    9.893168   10.783721   15.662567   15.570428   15.874552    576.637327    563.219623    612.940145
 4.250   32.179415   29.492879   33.200234   10.524042    9.889758   10.779875   15.659884   15.567697   15.871993    577.605757    564.167800    613.964331
 4.251   32.164276   29.477747   33.185080   10.520313    9.886334   10.776013   15.657188   15.564953   15.869423    578.580808    565.122455    614.995490
 4.252   32.149065   29.462545   33.169853   10.516567    9.882895   10.772135   15.654481   15.562198   15.866841    579.562587    566.083695    616.033739
 4.253   32.133780   29.447270   33.154552   10.512806    9.879443   10.768239   15.651761   15.559430   15.864247    580.551228    567.051652    617.079229
 4.254   32.118419   29.431920   33.139175   10.509027    9.875974   10.764327   15.649028   15.556649   15.861642    581.546893    568.026485    618.132139
 4.255   32.102980   29.416492   33.123720   10.505232    9.872490   10.760396   15.646283   15.553855   15.859023    582.549777    569.008384    619.192675
 4.256   32.087459   29.400983   33.108183   10.501418    9.868989   10.756446   15.643524   15.551047   15.856392    583.560105    569.997567    620.261070
 4.257   32.071854   29.385392   33.092563   10.497585    9.865471   10.752479   15.640750   15.548225   15.853747    584.578138    570.994286    621.337583
 4.258   32.056160   29.369716   33.076855   10.493733    9.861935   10.748490   15.637962   15.545387   15.851088    585.604169    571.998825    622.422510
 4.259   32.040373   29.353951   33.061055   10.489860    9.858382   10.744480   15.635159   15.542534   15.848414    586.638526    573.011501    623.516181
 4.260   32.024489   29.338094   33.045159   10.485964    9.854809   10.740447   15.632338   15.539664   15.845725    587.681569    574.032665    624.618967
 4.261   32.008501   29.322139   33.029160   10.482046    9.851216   10.736391   15.629501   15.536776   15.843019    588.733692    575.062702    625.731279
 4.262   31.992406   29.306081   33.013055   10.478103    9.847601   10.732311   15.626645   15.533870   15.840295    589.795317    576.102027    626.853569
 4.263   31.976195   29.289912   32.996836   10.474134    9.843964   10.728203   15.623770   15.530944   15.837553    590.866898    577.151084    627.986329
 4.264   31.959864   29.273625   32.980497   10.470138    9.840302   10.724068   15.620874   15.527997   15.834791    591.948913    578.210346    629.130083
 4.265   31.943406   29.257212   32.964030   10.466113    9.836612   10.719903   15.617957   15.525029   15.832008    593.041864    579.280309    630.285375
 4.266   31.926813   29.240666   32.947430   10.462056    9.832895   10.715706   15.615017   15.522037   15.829204    594.146274    580.361487    631.452767
 4.267   31.910079   29.223980   32.930688   10.457968    9.829149   10.711476   15.612053   15.519021   15.826377    595.262682    581.454411    632.632830
 4.268   31.893196   29.207148   32.913797   10.453846    9.825371   10.707209   15.609063   15.515979   15.823525    596.391637    582.559621    633.826138
 4.269   31.876158   29.190162   32.896751   10.449688    9.821561   10.702907   15.606047   15.512910   15.820648    597.533698    583.677663    635.033270
 4.270   31.858956   29.173016   32.879541   10.445493    9.817717   10.698566   15.603004   15.509812   15.817745    598.689430    584.809090    636.254809
 4.271   31.841575   29.155694   32.862152   10.441255    9.813835   10.694181   15.599929   15.506684   15.814812    599.860113    585.955149    637.492101
 4.272   31.823943   29.138126   32.844512   10.436959    9.809901   10.689737   15.596812   15.503511   15.811838    601.050512    587.120514    638.750193
 4.273   31.806050   29.120298   32.826609   10.432603    9.805911   10.685229   15.593649   15.500293   15.808821    602.261604    588.306152    640.030129
 4.274   31.787892   29.102209   32.808440   10.428185    9.801864   10.680656   15.590441   15.497029   15.805760    603.493663    589.512335    641.332211
 4.275   31.769477   29.083862   32.790014   10.423706    9.797762   10.676022   15.587188   15.493719   15.802657    604.746410    590.738780    642.656153
